event_id,event_type,mode,audience,level,duration_total_min,phase_order,phase_label,phase_format,is_mandatory_phase,phase_duration_min,satisfaction_phase_score,recommendation_target
123,depistage,hybride,mixte,intro,162,1,ouverture,speech,1,36,4.73,remove
123,depistage,hybride,mixte,intro,162,2,briefing,speech,1,36,3.97,keep
123,depistage,hybride,mixte,intro,162,3,pause,pause,1,21,3.77,keep
123,depistage,hybride,mixte,intro,162,4,orientation,qna,1,36,4.12,keep
123,depistage,hybride,mixte,intro,162,5,cloture,speech,1,32,3.82,keep
124,sensibilisation,en_ligne,etudiants,intro,131,1,ouverture,speech,1,27,4.56,keep
124,sensibilisation,en_ligne,etudiants,intro,131,2,stand_info,activite,0,24,4.55,keep
124,sensibilisation,en_ligne,etudiants,intro,131,3,temoignage,speech,0,27,4.02,keep
124,sensibilisation,en_ligne,etudiants,intro,131,4,presentation,speech,1,27,3.54,keep
124,sensibilisation,en_ligne,etudiants,intro,131,5,cloture,speech,1,24,4.98,keep
125,formation,hybride,professionnels,avance,246,1,ouverture,speech,1,41,4.72,keep
125,formation,hybride,professionnels,avance,246,2,etude_de_cas,atelier,0,45,4.73,keep
125,formation,hybride,professionnels,avance,246,3,pause,pause,1,29,3.23,keep
125,formation,hybride,professionnels,avance,246,4,module_pratique,pratique,1,50,4.62,keep
125,formation,hybride,professionnels,avance,246,5,introduction,speech,1,41,3.42,add_after
125,formation,hybride,professionnels,avance,246,6,cloture,speech,1,37,4.38,swap
126,depistage,hybride,professionnels,intro,141,1,ouverture,speech,1,27,3.65,keep
126,depistage,hybride,professionnels,intro,141,2,briefing,speech,1,27,3.58,keep
126,depistage,hybride,professionnels,intro,141,3,flux_depistage,pratique,1,33,4.72,remove
126,depistage,hybride,professionnels,intro,141,4,orientation,qna,1,27,4.36,keep
126,depistage,hybride,professionnels,intro,141,5,cloture,speech,1,24,4.93,add_after
127,formation,en_ligne,mixte,intro,287,1,ouverture,speech,1,48,3.28,keep
127,formation,en_ligne,mixte,intro,287,2,introduction,speech,1,48,4.26,keep
127,formation,en_ligne,mixte,intro,287,3,etude_de_cas,atelier,0,53,3.15,add_after
127,formation,en_ligne,mixte,intro,287,4,pause,pause,1,34,4.54,keep
127,formation,en_ligne,mixte,intro,287,5,module_pratique,pratique,1,58,3.81,add_after
127,formation,en_ligne,mixte,intro,287,6,cloture,speech,1,43,4.39,swap
128,sensibilisation,en_ligne,professionnels,avance,144,1,ouverture,speech,1,31,3.99,keep
128,sensibilisation,en_ligne,professionnels,avance,144,2,pause,pause,1,21,3.57,keep
128,sensibilisation,en_ligne,professionnels,avance,144,3,temoignage,speech,0,31,4.09,keep
128,sensibilisation,en_ligne,professionnels,avance,144,4,presentation,speech,1,31,4.7,add_after
128,sensibilisation,en_ligne,professionnels,avance,144,5,cloture,speech,1,28,4.79,add_after
129,formation,presentiel,mixte,intermediaire,184,1,ouverture,speech,1,37,4.76,keep
129,formation,presentiel,mixte,intermediaire,184,2,pause,pause,1,26,4.75,keep
129,formation,presentiel,mixte,intermediaire,184,3,etude_de_cas,atelier,0,41,4.75,keep
129,formation,presentiel,mixte,intermediaire,184,4,module_pratique,pratique,1,45,3.72,keep
129,formation,presentiel,mixte,intermediaire,184,5,cloture,speech,1,33,4.33,keep
130,formation,en_ligne,mixte,intermediaire,292,1,ouverture,speech,1,59,3.43,keep
130,formation,en_ligne,mixte,intermediaire,292,2,module_pratique,pratique,1,71,4.19,keep
130,formation,en_ligne,mixte,intermediaire,292,3,etude_de_cas,atelier,0,65,3.89,keep
130,formation,en_ligne,mixte,intermediaire,292,4,pause,pause,1,41,3.69,keep
130,formation,en_ligne,mixte,intermediaire,292,5,cloture,speech,1,53,3.24,swap
131,atelier,en_ligne,etudiants,intro,113,1,ouverture,speech,1,19,4.55,add_after
131,atelier,en_ligne,etudiants,intro,113,2,restitution,speech,1,19,3.27,remove
131,atelier,en_ligne,etudiants,intro,113,3,icebreaker,activite,0,17,3.29,keep
131,atelier,en_ligne,etudiants,intro,113,4,atelier_principal,pratique,1,25,3.02,keep
131,atelier,en_ligne,etudiants,intro,113,5,pause,pause,1,13,3.88,keep
131,atelier,en_ligne,etudiants,intro,113,6,cloture,speech,1,17,4.44,keep
132,atelier,en_ligne,mixte,avance,140,1,ouverture,speech,1,24,4.93,keep
132,atelier,en_ligne,mixte,avance,140,2,restitution,speech,1,24,3.28,keep
132,atelier,en_ligne,mixte,avance,140,3,atelier_principal,pratique,1,31,3.17,keep
132,atelier,en_ligne,mixte,avance,140,4,pause,pause,1,16,4.2,keep
132,atelier,en_ligne,mixte,avance,140,5,icebreaker,activite,0,21,4.22,add_after
132,atelier,en_ligne,mixte,avance,140,6,cloture,speech,1,21,4.38,swap
133,conference,presentiel,mixte,avance,280,1,ouverture,speech,1,47,3.23,keep
133,conference,presentiel,mixte,avance,280,2,pause,pause,1,33,4.19,keep
133,conference,presentiel,mixte,avance,280,3,panel,panel,0,47,4.06,keep
133,conference,presentiel,mixte,avance,280,4,intervention_invite,speech,0,52,4.96,remove
133,conference,presentiel,mixte,avance,280,5,keynote,speech,1,56,4.87,keep
133,conference,presentiel,mixte,avance,280,6,cloture,speech,1,42,4.72,keep
134,conference,hybride,mixte,intro,207,1,ouverture,speech,1,44,3.08,keep
134,conference,hybride,mixte,intro,207,2,pause,pause,1,30,4.58,keep
134,conference,hybride,mixte,intro,207,3,panel,panel,0,44,4.01,keep
134,conference,hybride,mixte,intro,207,4,intervention_invite,speech,0,48,4.0,keep
134,conference,hybride,mixte,intro,207,5,cloture,speech,1,39,4.4,keep
135,depistage,hybride,mixte,intro,262,1,ouverture,speech,1,45,4.17,add_after
135,depistage,hybride,mixte,intro,262,2,pause,pause,1,27,4.3,keep
135,depistage,hybride,mixte,intro,262,3,orientation,qna,1,45,4.29,keep
135,depistage,hybride,mixte,intro,262,4,briefing,speech,1,45,3.87,remove
135,depistage,hybride,mixte,intro,262,5,flux_depistage,pratique,1,55,3.48,keep
135,depistage,hybride,mixte,intro,262,6,cloture,speech,1,41,4.85,keep
136,depistage,hybride,etudiants,intermediaire,129,1,ouverture,speech,1,28,3.99,keep
136,depistage,hybride,etudiants,intermediaire,129,2,orientation,qna,1,28,4.03,add_after
136,depistage,hybride,etudiants,intermediaire,129,3,briefing,speech,1,28,3.52,keep
136,depistage,hybride,etudiants,intermediaire,129,4,pause,pause,1,17,4.5,keep
136,depistage,hybride,etudiants,intermediaire,129,5,cloture,speech,1,25,4.75,add_after
137,formation,presentiel,professionnels,intermediaire,249,1,ouverture,speech,1,42,3.11,swap
137,formation,presentiel,professionnels,intermediaire,249,2,etude_de_cas,atelier,0,46,3.33,keep
137,formation,presentiel,professionnels,intermediaire,249,3,pause,pause,1,29,4.55,keep
137,formation,presentiel,professionnels,intermediaire,249,4,module_pratique,pratique,1,50,4.79,keep
137,formation,presentiel,professionnels,intermediaire,249,5,introduction,speech,1,42,3.23,add_after
137,formation,presentiel,professionnels,intermediaire,249,6,cloture,speech,1,37,3.01,swap
138,formation,presentiel,etudiants,intermediaire,273,1,ouverture,speech,1,56,3.83,add_after
138,formation,presentiel,etudiants,intermediaire,273,2,pause,pause,1,39,3.54,keep
138,formation,presentiel,etudiants,intermediaire,273,3,module_pratique,pratique,1,68,3.16,keep
138,formation,presentiel,etudiants,intermediaire,273,4,introduction,speech,1,56,4.0,swap
138,formation,presentiel,etudiants,intermediaire,273,5,cloture,speech,1,51,3.36,add_after
139,formation,en_ligne,etudiants,intermediaire,320,1,ouverture,speech,1,66,3.58,add_after
139,formation,en_ligne,etudiants,intermediaire,320,2,pause,pause,1,46,4.48,keep
139,formation,en_ligne,etudiants,intermediaire,320,3,module_pratique,pratique,1,80,3.49,keep
139,formation,en_ligne,etudiants,intermediaire,320,4,introduction,speech,1,66,4.94,remove
139,formation,en_ligne,etudiants,intermediaire,320,5,cloture,speech,1,60,4.55,add_after
140,depistage,presentiel,etudiants,intro,258,1,ouverture,speech,1,45,3.0,keep
140,depistage,presentiel,etudiants,intro,258,2,flux_depistage,pratique,1,54,4.7,add_after
140,depistage,presentiel,etudiants,intro,258,3,briefing,speech,1,45,3.21,keep
140,depistage,presentiel,etudiants,intro,258,4,orientation,qna,1,45,3.48,keep
140,depistage,presentiel,etudiants,intro,258,5,pause,pause,1,27,3.12,keep
140,depistage,presentiel,etudiants,intro,258,6,cloture,speech,1,40,4.99,keep
141,formation,presentiel,etudiants,avance,285,1,ouverture,speech,1,48,3.15,keep
141,formation,presentiel,etudiants,avance,285,2,module_pratique,pratique,1,57,3.87,keep
141,formation,presentiel,etudiants,avance,285,3,etude_de_cas,atelier,0,53,4.93,keep
141,formation,presentiel,etudiants,avance,285,4,pause,pause,1,33,3.47,keep
141,formation,presentiel,etudiants,avance,285,5,introduction,speech,1,48,3.52,keep
141,formation,presentiel,etudiants,avance,285,6,cloture,speech,1,43,4.6,keep
142,conference,en_ligne,professionnels,intermediaire,184,1,ouverture,speech,1,39,3.9,keep
142,conference,en_ligne,professionnels,intermediaire,184,2,panel,panel,0,39,3.24,keep
142,conference,en_ligne,professionnels,intermediaire,184,3,pause,pause,1,27,4.54,keep
142,conference,en_ligne,professionnels,intermediaire,184,4,intervention_invite,speech,0,43,3.9,keep
142,conference,en_ligne,professionnels,intermediaire,184,5,cloture,speech,1,35,4.7,keep
143,conference,hybride,mixte,avance,276,1,ouverture,speech,1,56,4.35,keep
143,conference,hybride,mixte,avance,276,2,keynote,speech,1,67,4.98,keep
143,conference,hybride,mixte,avance,276,3,pause,pause,1,39,3.81,keep
143,conference,hybride,mixte,avance,276,4,intervention_invite,speech,0,61,3.9,add_after
143,conference,hybride,mixte,avance,276,5,cloture,speech,1,50,3.5,keep
144,atelier,presentiel,etudiants,intro,176,1,ouverture,speech,1,30,4.83,keep
144,atelier,presentiel,etudiants,intro,176,2,atelier_principal,pratique,1,39,4.99,keep
144,atelier,presentiel,etudiants,intro,176,3,icebreaker,activite,0,27,4.29,add_after
144,atelier,presentiel,etudiants,intro,176,4,restitution,speech,1,30,3.18,swap
144,atelier,presentiel,etudiants,intro,176,5,pause,pause,1,21,4.62,keep
144,atelier,presentiel,etudiants,intro,176,6,cloture,speech,1,27,3.25,remove
145,formation,presentiel,mixte,intermediaire,390,1,ouverture,speech,1,81,4.82,keep
145,formation,presentiel,mixte,intermediaire,390,2,pause,pause,1,56,3.89,keep
145,formation,presentiel,mixte,intermediaire,390,3,module_pratique,pratique,1,97,3.3,keep
145,formation,presentiel,mixte,intermediaire,390,4,introduction,speech,1,81,4.23,keep
145,formation,presentiel,mixte,intermediaire,390,5,cloture,speech,1,73,4.0,swap
146,sensibilisation,presentiel,etudiants,intermediaire,141,1,ouverture,speech,1,25,4.56,keep
146,sensibilisation,presentiel,etudiants,intermediaire,141,2,stand_info,activite,0,23,4.09,keep
146,sensibilisation,presentiel,etudiants,intermediaire,141,3,presentation,speech,1,25,4.83,keep
146,sensibilisation,presentiel,etudiants,intermediaire,141,4,pause,pause,1,17,3.78,keep
146,sensibilisation,presentiel,etudiants,intermediaire,141,5,temoignage,speech,0,25,3.36,keep
146,sensibilisation,presentiel,etudiants,intermediaire,141,6,cloture,speech,1,23,3.44,swap
147,conference,presentiel,professionnels,avance,239,1,ouverture,speech,1,40,4.07,add_after
147,conference,presentiel,professionnels,avance,239,2,intervention_invite,speech,0,44,4.47,add_after
147,conference,presentiel,professionnels,avance,239,3,keynote,speech,1,48,4.9,keep
147,conference,presentiel,professionnels,avance,239,4,pause,pause,1,28,4.97,keep
147,conference,presentiel,professionnels,avance,239,5,panel,panel,0,40,3.78,keep
147,conference,presentiel,professionnels,avance,239,6,cloture,speech,1,36,4.87,remove
148,atelier,presentiel,etudiants,avance,298,1,ouverture,speech,1,58,4.67,add_after
148,atelier,presentiel,etudiants,avance,298,2,atelier_principal,pratique,1,75,4.94,keep
148,atelier,presentiel,etudiants,avance,298,3,icebreaker,activite,0,52,3.35,keep
148,atelier,presentiel,etudiants,avance,298,4,restitution,speech,1,58,3.11,keep
148,atelier,presentiel,etudiants,avance,298,5,cloture,speech,1,52,3.04,keep
149,conference,hybride,etudiants,intro,275,1,ouverture,speech,1,56,4.69,swap
149,conference,hybride,etudiants,intro,275,2,intervention_invite,speech,0,61,4.92,keep
149,conference,hybride,etudiants,intro,275,3,keynote,speech,1,67,4.88,keep
149,conference,hybride,etudiants,intro,275,4,pause,pause,1,39,3.2,keep
149,conference,hybride,etudiants,intro,275,5,cloture,speech,1,50,3.6,keep
150,atelier,hybride,professionnels,avance,300,1,ouverture,speech,1,51,3.61,keep
150,atelier,hybride,professionnels,avance,300,2,atelier_principal,pratique,1,67,3.25,add_after
150,atelier,hybride,professionnels,avance,300,3,restitution,speech,1,51,4.9,remove
150,atelier,hybride,professionnels,avance,300,4,icebreaker,activite,0,46,3.78,remove
150,atelier,hybride,professionnels,avance,300,5,pause,pause,1,36,4.93,keep
150,atelier,hybride,professionnels,avance,300,6,cloture,speech,1,46,3.06,keep
151,depistage,presentiel,mixte,avance,139,1,ouverture,speech,1,30,4.27,remove
151,depistage,presentiel,mixte,avance,139,2,briefing,speech,1,30,4.64,keep
151,depistage,presentiel,mixte,avance,139,3,pause,pause,1,18,4.46,keep
151,depistage,presentiel,mixte,avance,139,4,orientation,qna,1,30,3.67,keep
151,depistage,presentiel,mixte,avance,139,5,cloture,speech,1,27,3.42,keep
152,conference,en_ligne,etudiants,avance,222,1,ouverture,speech,1,37,3.7,keep
152,conference,en_ligne,etudiants,avance,222,2,keynote,speech,1,45,4.66,add_after
152,conference,en_ligne,etudiants,avance,222,3,pause,pause,1,26,4.16,keep
152,conference,en_ligne,etudiants,avance,222,4,intervention_invite,speech,0,41,4.52,keep
152,conference,en_ligne,etudiants,avance,222,5,panel,panel,0,37,3.9,keep
152,conference,en_ligne,etudiants,avance,222,6,cloture,speech,1,33,4.6,keep
153,formation,en_ligne,professionnels,intro,158,1,ouverture,speech,1,26,4.19,keep
153,formation,en_ligne,professionnels,intro,158,2,module_pratique,pratique,1,32,3.97,keep
153,formation,en_ligne,professionnels,intro,158,3,etude_de_cas,atelier,0,29,4.88,keep
153,formation,en_ligne,professionnels,intro,158,4,pause,pause,1,18,4.78,keep
153,formation,en_ligne,professionnels,intro,158,5,introduction,speech,1,26,3.31,keep
153,formation,en_ligne,professionnels,intro,158,6,cloture,speech,1,24,3.41,keep
154,depistage,hybride,mixte,avance,189,1,ouverture,speech,1,33,3.31,keep
154,depistage,hybride,mixte,avance,189,2,pause,pause,1,19,3.86,keep
154,depistage,hybride,mixte,avance,189,3,flux_depistage,pratique,1,39,3.59,keep
154,depistage,hybride,mixte,avance,189,4,orientation,qna,1,33,4.2,keep
154,depistage,hybride,mixte,avance,189,5,briefing,speech,1,33,3.05,keep
154,depistage,hybride,mixte,avance,189,6,cloture,speech,1,29,3.58,keep
155,formation,en_ligne,professionnels,intermediaire,244,1,ouverture,speech,1,41,3.74,keep
155,formation,en_ligne,professionnels,intermediaire,244,2,pause,pause,1,28,3.53,keep
155,formation,en_ligne,professionnels,intermediaire,244,3,module_pratique,pratique,1,49,3.93,keep
155,formation,en_ligne,professionnels,intermediaire,244,4,introduction,speech,1,41,3.54,keep
155,formation,en_ligne,professionnels,intermediaire,244,5,etude_de_cas,atelier,0,45,4.5,keep
155,formation,en_ligne,professionnels,intermediaire,244,6,cloture,speech,1,37,3.17,keep
156,depistage,en_ligne,mixte,intro,181,1,ouverture,speech,1,31,3.6,keep
156,depistage,en_ligne,mixte,intro,181,2,flux_depistage,pratique,1,38,4.71,keep
156,depistage,en_ligne,mixte,intro,181,3,briefing,speech,1,31,4.14,keep
156,depistage,en_ligne,mixte,intro,181,4,pause,pause,1,19,4.14,keep
156,depistage,en_ligne,mixte,intro,181,5,orientation,qna,1,31,4.97,keep
156,depistage,en_ligne,mixte,intro,181,6,cloture,speech,1,28,4.9,keep
157,atelier,presentiel,etudiants,intro,228,1,ouverture,speech,1,39,4.82,swap
157,atelier,presentiel,etudiants,intro,228,2,icebreaker,activite,0,35,3.13,keep
157,atelier,presentiel,etudiants,intro,228,3,restitution,speech,1,39,3.79,keep
157,atelier,presentiel,etudiants,intro,228,4,pause,pause,1,27,3.55,keep
157,atelier,presentiel,etudiants,intro,228,5,atelier_principal,pratique,1,51,3.92,swap
157,atelier,presentiel,etudiants,intro,228,6,cloture,speech,1,35,4.57,keep
158,depistage,en_ligne,etudiants,intermediaire,215,1,ouverture,speech,1,37,4.73,swap
158,depistage,en_ligne,etudiants,intermediaire,215,2,flux_depistage,pratique,1,45,4.76,keep
158,depistage,en_ligne,etudiants,intermediaire,215,3,pause,pause,1,22,4.31,keep
158,depistage,en_ligne,etudiants,intermediaire,215,4,orientation,qna,1,37,4.14,keep
158,depistage,en_ligne,etudiants,intermediaire,215,5,briefing,speech,1,37,3.34,keep
158,depistage,en_ligne,etudiants,intermediaire,215,6,cloture,speech,1,33,4.24,keep
159,sensibilisation,presentiel,professionnels,intermediaire,211,1,ouverture,speech,1,38,3.62,swap
159,sensibilisation,presentiel,professionnels,intermediaire,211,2,stand_info,activite,0,34,4.72,keep
159,sensibilisation,presentiel,professionnels,intermediaire,211,3,temoignage,speech,0,38,4.94,keep
159,sensibilisation,presentiel,professionnels,intermediaire,211,4,presentation,speech,1,38,3.6,add_after
159,sensibilisation,presentiel,professionnels,intermediaire,211,5,pause,pause,1,26,4.55,keep
159,sensibilisation,presentiel,professionnels,intermediaire,211,6,cloture,speech,1,34,3.64,add_after
160,depistage,hybride,etudiants,intro,264,1,ouverture,speech,1,51,3.62,keep
160,depistage,hybride,etudiants,intro,264,2,flux_depistage,pratique,1,62,3.27,swap
160,depistage,hybride,etudiants,intro,264,3,orientation,qna,1,51,4.76,keep
160,depistage,hybride,etudiants,intro,264,4,briefing,speech,1,51,3.39,add_after
160,depistage,hybride,etudiants,intro,264,5,cloture,speech,1,46,4.67,keep
161,sensibilisation,presentiel,professionnels,avance,208,1,ouverture,speech,1,45,3.48,keep
161,sensibilisation,presentiel,professionnels,avance,208,2,temoignage,speech,0,45,3.89,remove
161,sensibilisation,presentiel,professionnels,avance,208,3,presentation,speech,1,45,3.95,keep
161,sensibilisation,presentiel,professionnels,avance,208,4,pause,pause,1,31,3.69,keep
161,sensibilisation,presentiel,professionnels,avance,208,5,cloture,speech,1,40,4.68,keep
162,formation,en_ligne,etudiants,intermediaire,153,1,ouverture,speech,1,25,4.3,keep
162,formation,en_ligne,etudiants,intermediaire,153,2,etude_de_cas,atelier,0,28,4.73,remove
162,formation,en_ligne,etudiants,intermediaire,153,3,introduction,speech,1,25,4.36,keep
162,formation,en_ligne,etudiants,intermediaire,153,4,pause,pause,1,18,3.26,keep
162,formation,en_ligne,etudiants,intermediaire,153,5,module_pratique,pratique,1,31,3.35,add_after
162,formation,en_ligne,etudiants,intermediaire,153,6,cloture,speech,1,23,3.45,keep
163,conference,hybride,mixte,avance,289,1,ouverture,speech,1,48,4.35,add_after
163,conference,hybride,mixte,avance,289,2,intervention_invite,speech,0,53,3.79,keep
163,conference,hybride,mixte,avance,289,3,panel,panel,0,48,4.02,keep
163,conference,hybride,mixte,avance,289,4,keynote,speech,1,58,4.32,swap
163,conference,hybride,mixte,avance,289,5,pause,pause,1,34,3.75,keep
163,conference,hybride,mixte,avance,289,6,cloture,speech,1,44,4.29,keep
164,conference,hybride,etudiants,intermediaire,262,1,ouverture,speech,1,50,3.3,add_after
164,conference,hybride,etudiants,intermediaire,262,2,keynote,speech,1,60,4.8,add_after
164,conference,hybride,etudiants,intermediaire,262,3,panel,panel,0,50,4.6,keep
164,conference,hybride,etudiants,intermediaire,262,4,intervention_invite,speech,0,55,4.32,keep
164,conference,hybride,etudiants,intermediaire,262,5,cloture,speech,1,45,4.44,keep
165,conference,en_ligne,professionnels,intermediaire,263,1,ouverture,speech,1,44,4.81,keep
165,conference,en_ligne,professionnels,intermediaire,263,2,panel,panel,0,44,4.01,swap
165,conference,en_ligne,professionnels,intermediaire,263,3,keynote,speech,1,53,4.68,swap
165,conference,en_ligne,professionnels,intermediaire,263,4,intervention_invite,speech,0,49,3.36,keep
165,conference,en_ligne,professionnels,intermediaire,263,5,pause,pause,1,31,3.26,keep
165,conference,en_ligne,professionnels,intermediaire,263,6,cloture,speech,1,40,3.52,add_after
166,atelier,hybride,professionnels,avance,184,1,ouverture,speech,1,31,4.17,keep
166,atelier,hybride,professionnels,avance,184,2,icebreaker,activite,0,28,3.24,keep
166,atelier,hybride,professionnels,avance,184,3,pause,pause,1,22,4.27,keep
166,atelier,hybride,professionnels,avance,184,4,atelier_principal,pratique,1,41,4.16,keep
166,atelier,hybride,professionnels,avance,184,5,restitution,speech,1,31,3.94,keep
166,atelier,hybride,professionnels,avance,184,6,cloture,speech,1,28,3.24,keep
167,depistage,en_ligne,professionnels,intro,165,1,ouverture,speech,1,35,3.63,keep
167,depistage,en_ligne,professionnels,intro,165,2,briefing,speech,1,35,4.56,keep
167,depistage,en_ligne,professionnels,intro,165,3,flux_depistage,pratique,1,42,4.26,keep
167,depistage,en_ligne,professionnels,intro,165,4,pause,pause,1,21,4.27,keep
167,depistage,en_ligne,professionnels,intro,165,5,cloture,speech,1,31,3.01,keep
168,atelier,hybride,etudiants,intermediaire,149,1,ouverture,speech,1,25,3.77,keep
168,atelier,hybride,etudiants,intermediaire,149,2,icebreaker,activite,0,23,3.4,keep
168,atelier,hybride,etudiants,intermediaire,149,3,pause,pause,1,17,3.03,keep
168,atelier,hybride,etudiants,intermediaire,149,4,atelier_principal,pratique,1,33,3.64,add_after
168,atelier,hybride,etudiants,intermediaire,149,5,restitution,speech,1,25,3.38,keep
168,atelier,hybride,etudiants,intermediaire,149,6,cloture,speech,1,23,4.25,keep
169,conference,en_ligne,etudiants,intro,264,1,ouverture,speech,1,44,3.91,keep
169,conference,en_ligne,etudiants,intro,264,2,pause,pause,1,31,4.05,keep
169,conference,en_ligne,etudiants,intro,264,3,panel,panel,0,44,3.87,keep
169,conference,en_ligne,etudiants,intro,264,4,intervention_invite,speech,0,49,3.27,remove
169,conference,en_ligne,etudiants,intro,264,5,keynote,speech,1,53,3.98,add_after
169,conference,en_ligne,etudiants,intro,264,6,cloture,speech,1,40,3.33,swap
170,sensibilisation,presentiel,etudiants,intro,95,1,ouverture,speech,1,21,3.75,keep
170,sensibilisation,presentiel,etudiants,intro,95,2,pause,pause,1,14,4.54,keep
170,sensibilisation,presentiel,etudiants,intro,95,3,stand_info,activite,0,19,4.25,keep
170,sensibilisation,presentiel,etudiants,intro,95,4,presentation,speech,1,21,3.1,keep
170,sensibilisation,presentiel,etudiants,intro,95,5,cloture,speech,1,19,4.67,keep
171,formation,en_ligne,professionnels,intermediaire,168,1,ouverture,speech,1,28,3.84,keep
171,formation,en_ligne,professionnels,intermediaire,168,2,etude_de_cas,atelier,0,31,4.04,keep
171,formation,en_ligne,professionnels,intermediaire,168,3,pause,pause,1,19,4.4,keep
171,formation,en_ligne,professionnels,intermediaire,168,4,introduction,speech,1,28,3.84,swap
171,formation,en_ligne,professionnels,intermediaire,168,5,module_pratique,pratique,1,34,4.02,keep
171,formation,en_ligne,professionnels,intermediaire,168,6,cloture,speech,1,25,3.57,add_after
172,sensibilisation,presentiel,mixte,intro,141,1,ouverture,speech,1,30,4.1,swap
172,sensibilisation,presentiel,mixte,intro,141,2,pause,pause,1,21,4.38,keep
172,sensibilisation,presentiel,mixte,intro,141,3,presentation,speech,1,30,3.96,keep
172,sensibilisation,presentiel,mixte,intro,141,4,temoignage,speech,0,30,3.03,keep
172,sensibilisation,presentiel,mixte,intro,141,5,cloture,speech,1,27,3.22,keep
173,sensibilisation,presentiel,etudiants,avance,149,1,ouverture,speech,1,31,3.2,keep
173,sensibilisation,presentiel,etudiants,avance,149,2,presentation,speech,1,31,3.08,keep
173,sensibilisation,presentiel,etudiants,avance,149,3,stand_info,activite,0,27,4.6,keep
173,sensibilisation,presentiel,etudiants,avance,149,4,temoignage,speech,0,31,4.48,keep
173,sensibilisation,presentiel,etudiants,avance,149,5,cloture,speech,1,27,4.52,keep
174,atelier,hybride,mixte,intro,221,1,ouverture,speech,1,43,3.8,remove
174,atelier,hybride,mixte,intro,221,2,restitution,speech,1,43,3.54,keep
174,atelier,hybride,mixte,intro,221,3,icebreaker,activite,0,39,4.7,add_after
174,atelier,hybride,mixte,intro,221,4,atelier_principal,pratique,1,56,4.3,add_after
174,atelier,hybride,mixte,intro,221,5,cloture,speech,1,39,3.23,keep
175,formation,presentiel,etudiants,intermediaire,413,1,ouverture,speech,1,70,4.22,swap
175,formation,presentiel,etudiants,intermediaire,413,2,pause,pause,1,48,4.76,keep
175,formation,presentiel,etudiants,intermediaire,413,3,module_pratique,pratique,1,84,4.45,swap
175,formation,presentiel,etudiants,intermediaire,413,4,introduction,speech,1,70,3.97,keep
175,formation,presentiel,etudiants,intermediaire,413,5,etude_de_cas,atelier,0,77,4.78,keep
175,formation,presentiel,etudiants,intermediaire,413,6,cloture,speech,1,62,3.13,keep
176,formation,hybride,mixte,avance,394,1,ouverture,speech,1,66,4.32,keep
176,formation,hybride,mixte,avance,394,2,module_pratique,pratique,1,80,3.69,keep
176,formation,hybride,mixte,avance,394,3,introduction,speech,1,66,4.35,keep
176,formation,hybride,mixte,avance,394,4,etude_de_cas,atelier,0,73,4.68,keep
176,formation,hybride,mixte,avance,394,5,pause,pause,1,46,4.12,keep
176,formation,hybride,mixte,avance,394,6,cloture,speech,1,60,4.98,keep
177,atelier,hybride,professionnels,intermediaire,170,1,ouverture,speech,1,37,4.01,keep
177,atelier,hybride,professionnels,intermediaire,170,2,icebreaker,activite,0,34,3.76,add_after
177,atelier,hybride,professionnels,intermediaire,170,3,pause,pause,1,26,3.16,keep
177,atelier,hybride,professionnels,intermediaire,170,4,restitution,speech,1,37,3.89,keep
177,atelier,hybride,professionnels,intermediaire,170,5,cloture,speech,1,34,3.18,keep
178,conference,presentiel,professionnels,avance,206,1,ouverture,speech,1,43,4.58,remove
178,conference,presentiel,professionnels,avance,206,2,panel,panel,0,43,4.28,keep
178,conference,presentiel,professionnels,avance,206,3,intervention_invite,speech,0,48,4.78,keep
178,conference,presentiel,professionnels,avance,206,4,pause,pause,1,30,4.31,keep
178,conference,presentiel,professionnels,avance,206,5,cloture,speech,1,39,3.91,keep
179,formation,presentiel,professionnels,intermediaire,323,1,ouverture,speech,1,62,3.19,keep
179,formation,presentiel,professionnels,intermediaire,323,2,introduction,speech,1,62,3.0,keep
179,formation,presentiel,professionnels,intermediaire,323,3,module_pratique,pratique,1,74,4.27,add_after
179,formation,presentiel,professionnels,intermediaire,323,4,etude_de_cas,atelier,0,68,4.1,keep
179,formation,presentiel,professionnels,intermediaire,323,5,cloture,speech,1,55,3.21,swap
180,sensibilisation,presentiel,mixte,avance,155,1,ouverture,speech,1,28,3.43,add_after
180,sensibilisation,presentiel,mixte,avance,155,2,stand_info,activite,0,25,3.38,keep
180,sensibilisation,presentiel,mixte,avance,155,3,pause,pause,1,19,4.51,keep
180,sensibilisation,presentiel,mixte,avance,155,4,presentation,speech,1,28,3.09,keep
180,sensibilisation,presentiel,mixte,avance,155,5,temoignage,speech,0,28,4.34,keep
180,sensibilisation,presentiel,mixte,avance,155,6,cloture,speech,1,25,4.78,keep
181,depistage,hybride,etudiants,intermediaire,241,1,ouverture,speech,1,51,4.46,keep
181,depistage,hybride,etudiants,intermediaire,241,2,flux_depistage,pratique,1,61,3.77,keep
181,depistage,hybride,etudiants,intermediaire,241,3,briefing,speech,1,51,4.77,keep
181,depistage,hybride,etudiants,intermediaire,241,4,pause,pause,1,30,3.77,keep
181,depistage,hybride,etudiants,intermediaire,241,5,cloture,speech,1,46,4.96,swap
